ID_NUMBER,ACTIVITY_LOCATION,ENFORCEMENT_IDENTIFIER,ENFORCEMENT_TYPE,ENFORCEMENT_DESC,ENFORCEMENT_AGENCY,ENFORCEMENT_ACTION_DATE,PMP_AMOUNT,FMP_AMOUNT,FSC_AMOUNT,SCR_AMOUNT
ALD047158266,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/06/1992,,,,
ALD047865456,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/11/1996,,,,
ALD048893671,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,01/15/2005,,,,
ALD049699366,AL,1,AL115,WARNING LETTER,S  ,03/31/2009,,,,
ALD049984842,AL,1,AL121,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,06/29/2004,,,,
ALD049984842,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/22/1999,,,,
ALD050166750,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,09/27/2004,,,,
ALD050166750,AL,2,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,04/25/1984,20000,20000,,
ALD050166750,AL,8,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,06/20/1985,1000,1000,,
ALD050985688,AL,1,AL115,WARNING LETTER,S  ,09/27/2010,,,,
ALD050985688,AL,1,AL115,WARNING LETTER,S  ,06/03/2011,,,,
ALD051574937,AL,1,AL115,WARNING LETTER,S  ,11/01/2012,,,,
ALD051574937,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/06/1998,,,,
ALD051575587,AL,1,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,03/16/1984,5000,5000,,
ALD052065117,AL,1,HQ120,WRITTEN INFORMAL ,S  ,03/02/2001,,,,
ALD052065117,AL,1,HQ210,INITIAL 3008(A) COMPLIANCE ,S  ,02/08/2002,,45800,,
ALD052065117,AL,9,HQ120,WRITTEN INFORMAL ,S  ,11/13/1989,,,,
ALD052065117,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/20/1990,,,,
ALD052682762,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,01/22/2002,,,,
ALD052813631,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/24/1998,,,,
ALD053360897,AL,2,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,03/20/1984,5000,5000,,
ALD053360897,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/25/1992,,,,
ALD053360897,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,01/15/1993,,,,
ALD053360897,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/14/1998,,,,
ALD053364261,AL,1,HQ120,WRITTEN INFORMAL ,S  ,03/11/1987,,,,
ALD053364261,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/16/1992,,,,
ALD053365169,AL,1,AL115,WARNING LETTER,S  ,09/11/2008,,,,
ALD053367553,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/07/1993,,,,
ALD054571278,AL,1,AL115,WARNING LETTER,S  ,08/27/2008,,,,
ALD054571278,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/20/1992,,,,
ALD054571278,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/11/1995,,,,
ALD055285191,AL,1,HQ120,WRITTEN INFORMAL ,S  ,05/01/1989,,,,
ALD055608012,AL,1,HQ120,WRITTEN INFORMAL ,S  ,01/18/2001,,,,
ALD055608012,AL,4,HQ120,WRITTEN INFORMAL ,S  ,02/10/1988,,,,
ALD055610158,AL,1,AL115,WARNING LETTER,S  ,06/26/2007,,,,
ALD055897565,AL,1,HQ860,ADMINISTRATIVE REFERRALS TO OTHER PROGRAMS,S  ,03/18/2010,,,,
ALD055897565,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/20/1994,,,,
ALD057202558,AL,5,HQ120,WRITTEN INFORMAL ,S  ,06/07/1990,,,,
ALD057202558,AL,APT,HQ820,EPA TO STATE ADMINISTRATIVE REFERRAL,E  ,08/26/1998,,,,
ALD057202558,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/09/1994,,,,
ALD057208712,AL,1,HQ120,WRITTEN INFORMAL ,S  ,09/20/2011,,,,
ALD057213811,AL,1,HQ120,WRITTEN INFORMAL ,S  ,01/27/1988,,,,
ALD057213811,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,02/16/2006,,,,
ALD057213811,AL,1,AL115,WARNING LETTER,S  ,09/07/2012,,,,
ALD057213811,AL,6,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,08/21/1985,52000,52000,,
ALD057213811,AL,APT,HQ320,FINAL IMMINENT HAZARD ORDER,E  ,10/29/1999,,,,
ALD057226904,AL,5,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,04/19/1985,1000,1000,,
ALD057226904,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/05/1992,,,,
ALD058036054,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/28/1991,,,,
ALD058036054,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/17/1997,,,,
ALD058218967,AL,1,HQ120,WRITTEN INFORMAL ,S  ,05/25/1989,,,,
ALD058221326,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,06/30/2005,,,,
ALD058221326,AL,1,AL115,WARNING LETTER,S  ,11/19/2010,,,,
ALD058221326,AL,4,HQ120,WRITTEN INFORMAL ,S  ,05/02/1989,,,,
ALD058221326,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/27/1990,,,,
ALD058221326,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/24/1994,,,,
ALD058221326,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/20/1998,,,,
ALD058223371,AL,1,HQ120,WRITTEN INFORMAL ,S  ,07/27/2001,,,,
ALD058223371,AL,5,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,08/14/1985,64200,64200,,
ALD058223371,AL,19,HQ240,INIT. 3008(H) I.S. CA ORDER,E  ,03/31/1989,,,,
ALD058223371,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,07/28/1988,,,,
ALD058223371,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/21/1995,,,,
ALD058223371,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,02/04/1999,,,,
ALD058223371,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/22/1999,,,,
ALD058223371,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,10/20/1999,,50000,,
ALD058227778,AL,1,HQ120,WRITTEN INFORMAL ,S  ,08/31/1989,,,,
ALD058639113,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/01/1991,,,,
ALD058641226,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/05/1997,,,,
ALD059661454,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/07/1997,,,,
ALD059903641,AL,1,HQ140,LETTER OF INTENT TO INITIATE ENFORCEMENT ACTION,S  ,11/28/2016,,,,
ALD061147351,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/26/1998,,,,
ALD063679567,AL,1,AL115,WARNING LETTER,S  ,03/01/2011,,,,
ALD063690705,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,12/13/1988,,,,
ALD063690705,AL,1,AL115,WARNING LETTER,S  ,10/10/2006,,,,
ALD063690705,AL,1,HQ120,WRITTEN INFORMAL ,S  ,01/31/2012,,,,
ALD067110676,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/26/1996,,,,
ALD067110676,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/10/1998,,,,
ALD067110676,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/29/1999,,,,
ALD067111450,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,09/07/2004,,,,
ALD067111450,AL,1,HQ120,WRITTEN INFORMAL ,E  ,05/30/2017,,,,
ALD067111450,AL,14,HQ120,WRITTEN INFORMAL ,S  ,01/28/1987,,,,
ALD067111450,AL,36,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,07/14/1988,,,,
ALD067111450,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/05/1995,,,,
ALD067120196,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,05/27/2004,,,,
ALD067123570,AL,1,HQ120,WRITTEN INFORMAL ,S  ,05/05/1989,,,,
ALD067132936,AL,1,AL115,WARNING LETTER,S  ,06/19/2013,,,,
ALD067132936,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/17/1993,,,,
ALD067132936,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/26/1994,,,,
ALD067132936,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,11/20/1995,,,,
ALD067138891,AL,1,HQ120,WRITTEN INFORMAL ,E  ,02/10/2016,,,,
ALD070513767,AL,1,HQ120,WRITTEN INFORMAL ,S  ,01/08/1988,,,,
ALD070513767,AL,1,AL115,WARNING LETTER,S  ,07/30/2012,,,,
ALD070513767,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,01/11/2019,,7500,,
ALD070513767,AL,11,HQ120,WRITTEN INFORMAL ,S  ,03/25/1987,,,,
ALD070513767,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/28/1987,,,,
ALD070513767,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/23/1991,,,,
ALD070513767,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/04/1998,,,,
ALD070513767,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/01/1999,,,,
ALD071937890,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/11/2000,,,,
ALD072099690,AL,1,HQ120,WRITTEN INFORMAL ,S  ,03/08/2016,,,,
ALD072099690,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/13/1991,,,,
ALD072099690,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/23/1997,,,,
ALD072111073,AL,1,HQ120,WRITTEN INFORMAL ,S  ,11/10/1987,,,,
ALD075045575,AL,1,HQ120,WRITTEN INFORMAL ,S  ,01/26/1987,,,,
ALD075045575,AL,1,HQ120,WRITTEN INFORMAL ,S  ,08/02/2000,,,,
ALD075045575,AL,1,HQ120,WRITTEN INFORMAL ,S  ,08/25/2003,,,,
ALD075045575,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/25/1999,,,,
ALD077640001,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,02/13/1992,,,,
ALD077647691,AL,1,HQ120,WRITTEN INFORMAL ,S  ,06/07/2002,,,,
ALD077647691,AL,1,HQ120,WRITTEN INFORMAL ,S  ,08/05/2013,,,,
ALD077654036,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/30/1992,,,,
ALD077657427,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/10/1990,,,,
ALD077657427,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/16/1996,,,,
ALD077911915,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/09/1997,,,,
ALD077933216,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,11/23/1993,,,,
ALD077935203,AL,1,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,09/12/2003,,,,
ALD077935203,AL,SFQ,HQ210,INITIAL 3008(A) COMPLIANCE ,S  ,08/17/1998,13000,,,
ALD078960069,AL,1,AL115,WARNING LETTER,S  ,06/29/2006,,,,
ALD078979838,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/03/1992,,,,
ALD078982253,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/18/1996,,,,
ALD078983566,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/19/1991,,,,
ALD079102372,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/31/1996,,,,
ALD079109013,AL,1,HQ120,WRITTEN INFORMAL ,S  ,07/01/2003,,,,
ALD079127635,AL,4,HQ120,WRITTEN INFORMAL ,S  ,05/30/1988,,,,
ALD079127635,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/30/1992,,,,
ALD079474037,AL,1,AL115,WARNING LETTER,S  ,06/04/2010,,,,
ALD079474037,AL,1,AL115,WARNING LETTER,S  ,04/13/2016,,,,
ALD079474037,AL,6,HQ120,WRITTEN INFORMAL ,E  ,03/14/1990,,,,
ALD081381568,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/24/2000,,,,
ALD081391492,AL,1,HQ120,WRITTEN INFORMAL ,S  ,12/09/2013,,,,
ALD082053422,AL,2,HQ120,WRITTEN INFORMAL ,S  ,02/03/1989,,,,
ALD082066192,AL,1,HQ230,"INITIAL MONITORING,ANALYSIS,TEST ORDER",E  ,09/29/2000,,,,
ALD082066192,AL,6,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,02/21/1985,,,,
ALD082066192,AL,10,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,08/17/1984,,,,
ALD082066192,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/04/1999,,,,
ALD083741249,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/04/1993,,,,
ALD085765808,AL,1,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,09/18/1985,22500,22500,,
ALD085765808,AL,1,HQ610,FINAL CIVIL JUDICIAL ACTION FOR COMPLIANCE AND/OR MONETARY PENALTY,E  ,04/07/2003,,,,
ALD085774875,AL,1,AL115,WARNING LETTER,S  ,01/06/2011,,,,
ALD085774875,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/26/1998,,,,
ALD093177244,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/12/1993,,,,
ALD093179315,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/28/1992,,,,
ALD093179315,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/11/1994,,,,
ALD093187169,AL,1,AL312,FINAL DETERMINATION-CONSENT ORDER EXECUTED,S  ,01/31/2005,,15000,,
ALD094472651,AL,1,HQ120,WRITTEN INFORMAL ,S  ,10/06/2000,,,,
ALD094472651,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/30/1995,,,,
ALD094476413,AL,1,HQ120,WRITTEN INFORMAL ,S  ,09/24/1986,,,,
ALD094476413,AL,1,HQ120,WRITTEN INFORMAL ,S  ,06/11/2013,,,,
ALD094476793,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,02/10/2015,,14500,,
ALD094476793,AL,APT,HQ820,EPA TO STATE ADMINISTRATIVE REFERRAL,E  ,06/08/1999,,,,
ALD094476793,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/09/1993,,,,
ALD094483591,AL,APT,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,04/02/1998,156822,,,
ALD094483591,AL,APT,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,12/22/1998,,72000,,
ALD095080855,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,09/06/2005,,,,
ALD095687679,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/22/1994,,,,
ALD095687786,AL,1,AL115,WARNING LETTER,S  ,09/19/2018,,,,
ALD095687786,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/11/1992,,,,
ALD095701298,AL,120,HQ120,WRITTEN INFORMAL ,S  ,06/24/1992,,,,
ALD095702817,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/10/1996,,,,
ALD097745756,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,07/18/1990,20000,20000,,
ALD097751507,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/02/1997,,,,
ALD099843690,AL,1,HQ120,WRITTEN INFORMAL ,S  ,10/27/1986,,,,
ALD099843690,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/17/1992,,,,
ALD102066636,AL,1,HQ120,WRITTEN INFORMAL ,S  ,07/31/2001,,,,
ALD102066636,AL,10,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,10/10/1986,,,,
ALD102066636,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,10/10/1986,,,,
ALD102083185,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/11/1994,,,,
ALD102088994,AL,SFR,HQ120,WRITTEN INFORMAL ,S  ,06/20/1996,,,,
ALD106168081,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,03/12/1996,,2000,,
ALD120888508,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/28/1998,,,,
ALD128158912,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/24/1998,,,,
ALD128737350,AL,1,HQ120,WRITTEN INFORMAL ,S  ,06/08/2001,,,,
ALD128763042,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/10/2004,,,,
ALD128763042,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/21/1991,,,,
ALD139657860,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/22/1999,,,,
ALD144584265,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/04/1994,,,,
ALD144585163,AL,1,HQ120,WRITTEN INFORMAL ,S  ,07/14/1989,,,,
ALD149984387,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/31/1996,,,,
ALD155638570,AL,1,HQ120,WRITTEN INFORMAL ,S  ,02/13/1988,,,,
ALD155638570,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/06/1999,,,,
ALD182828350,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,04/14/1994,2000,2000,,
ALD182828350,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,11/23/1994,,,,
ALD182828350,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/09/1998,,,,
ALD980540280,AL,1,AL115,WARNING LETTER,S  ,09/11/2006,,,,
ALD980559850,AL,2,HQ120,WRITTEN INFORMAL ,S  ,06/16/1989,,,,
ALD980603641,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,11/07/1990,,,,
ALD980603641,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/27/1995,,,,
ALD980708275,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,11/18/1993,,,,
ALD980726558,AL,1,HQ120,WRITTEN INFORMAL ,S  ,06/01/2004,,,,
ALD980837959,AL,1,HQ120,WRITTEN INFORMAL ,E  ,03/04/2015,,,,
ALD980839310,AL,1,HQ120,WRITTEN INFORMAL ,S  ,07/13/1987,,,,
ALD980843940,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/14/1997,,,,
ALD980843940,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,06/25/1997,80000,,,
ALD980843940,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,08/07/1997,,70000,,
ALD980843940,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/24/1997,,,,
ALD980845341,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/13/1994,,,,
ALD981019045,AL,2,HQ120,WRITTEN INFORMAL ,S  ,05/14/1990,,,,
ALD981020894,AL,1,HQ120,WRITTEN INFORMAL ,S  ,03/13/2001,,,,
ALD981020894,AL,1,AL213,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,06/28/2001,,,,
ALD981020894,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,12/17/2003,,,,
ALD981020894,AL,1,HQ140,LETTER OF INTENT TO INITIATE ENFORCEMENT ACTION,S  ,03/26/2019,,,,
ALD981020894,AL,APT,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,03/04/1999,,48000,,
ALD981020894,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/24/1998,,,,
ALD981023229,AL,1,AL115,WARNING LETTER,S  ,05/11/2015,,,,
ALD981023302,AL,1,HQ120,WRITTEN INFORMAL ,S  ,08/30/1990,,,,
ALD981023310,AL,1,AL115,WARNING LETTER,S  ,11/22/2011,,,,
ALD981023484,AL,1,AL115,WARNING LETTER,S  ,05/11/2015,,,,
ALD981023583,AL,1,AL115,WARNING LETTER,S  ,05/11/2015,,,,
ALD981024375,AL,2,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,09/17/2003,,,,
ALD981024508,AL,1,AL115,WARNING LETTER,S  ,11/22/2011,,,,
ALD981026677,AL,1,HQ120,WRITTEN INFORMAL ,S  ,11/10/2005,,,,
ALD981026677,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,11/12/1987,,,,
ALD981026677,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/05/1992,,,,
ALD981028772,AL,120,HQ120,WRITTEN INFORMAL ,S  ,05/06/1992,,,,
ALD981028798,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,03/23/1992,28000,28000,,
ALD981028798,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/26/1998,,,,
ALD981028848,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/03/1986,,,,
ALD981028848,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/22/1986,,,,
ALD981028848,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/18/1987,,,,
ALD981028848,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/19/1989,,,,
ALD981028848,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,06/21/1990,15000,,,
ALD981469992,AL,1,HQ120,WRITTEN INFORMAL ,S  ,02/24/1989,,,,
ALD981475304,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,05/27/2004,,,,
ALD981475304,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/30/1992,,,,
ALD981475304,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/04/1993,,,,
ALD981745904,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,03/12/2003,,,,
ALD981749906,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/24/1998,,,,
ALD981750953,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/27/1990,,,,
ALD981751316,AL,1,HQ120,WRITTEN INFORMAL ,S  ,07/07/1989,,,,
ALD981751324,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/19/1996,,,,
ALD981751431,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/21/1993,,,,
ALD981754914,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/08/1997,,,,
ALD981754997,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/09/1995,,,,
ALD981756901,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/21/1996,,,,
ALD981756968,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,11/05/1991,,,,
ALD981757891,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/19/1992,,,,
ALD981758188,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/30/1997,,,,
ALD981758188,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,06/23/1997,,,,
ALD981860216,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,10/22/2002,,,,
ALD981860398,AL,1,HQ120,WRITTEN INFORMAL ,S  ,01/05/1990,,,,
ALD981860596,AL,1,HQ120,WRITTEN INFORMAL ,S  ,12/05/2001,,,,
ALD981860778,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/12/1996,,,,
ALD981861073,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/19/1997,,,,
ALD981865546,AL,1,HQ120,WRITTEN INFORMAL ,S  ,04/24/1987,,,,
ALD981865728,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/02/1996,,,,
ALD981867062,AL,1,AL115,WARNING LETTER,S  ,11/30/2016,,,,
ALD981868466,AL,00X,HQ610,FINAL CIVIL JUDICIAL ACTION FOR COMPLIANCE AND/OR MONETARY PENALTY,E  ,03/05/1992,,,,
ALD981919368,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/07/1991,,,,
ALD981919368,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,10/09/1998,,,,
ALD981922115,AL,1,AL115,WARNING LETTER,S  ,09/11/2007,,,,
ALD981923659,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,10/18/2005,,,,
ALD981923659,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/06/1998,,,,
ALD981923659,AL,SFQ,HQ210,INITIAL 3008(A) COMPLIANCE ,S  ,07/01/1998,10000,,,
ALD981923659,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,09/09/1998,,7500,,
ALD981923964,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/03/1998,,,,
ALD982078917,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,12/27/1991,,,,
ALD982082448,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,03/02/1999,18800,,,
ALD982082737,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/17/1998,,,,
ALD982082737,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,03/26/1999,5000,,,
ALD982085888,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/07/2003,,,,
ALD982086266,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/10/1998,,,,
ALD982087884,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/24/1996,,,,
ALD982088437,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/17/1997,,,,
ALD982088494,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/01/1994,,,,
ALD982090789,AL,1,AL115,WARNING LETTER,S  ,06/16/2014,,,,
ALD982092579,AL,1,AL115,WARNING LETTER,S  ,02/10/2017,,,,
ALD982095705,AL,1,AL115,WARNING LETTER,S  ,03/24/2008,,,,
ALD982097073,AL,3,HQ120,WRITTEN INFORMAL ,S  ,04/30/1990,,,,
ALD982097073,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,08/12/1998,,40000,,
ALD982098139,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,11/19/1998,,,,
ALD982104358,AL,1,HQ120,WRITTEN INFORMAL ,S  ,09/01/1990,,,,
ALD982105660,AL,1,HQ120,WRITTEN INFORMAL ,S  ,12/07/2000,,,,
ALD982108748,AL,1,AL213,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/17/2004,,,,
ALD982109563,AL,1,HQ120,WRITTEN INFORMAL ,S  ,11/09/1988,,,,
ALD982109563,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/12/1991,,,,
ALD982109647,AL,1,AL115,WARNING LETTER,S  ,09/20/2006,,,,
