ID_NUMBER,ACTIVITY_LOCATION,EVALUATION_IDENTIFIER,EVALUATION_TYPE,EVALUATION_DESC,EVALUATION_AGENCY,EVALUATION_START_DATE,FOUND_VIOLATION
ALD061137055,AL,1,FSD,FACILITY SELF DISCLOSURE,S  ,02/28/2008,Y  
ALD061137055,AL,1,FSD,FACILITY SELF DISCLOSURE,S  ,02/28/2008,Y  
ALD008163115,AL,1,SNY,SIGNIFICANT NON-COMPLIER,S  ,04/04/2016,Y  
ALR000038893,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,02/25/2016,Y  
ALD008161176,AL,2,SNY,SIGNIFICANT NON-COMPLIER,E  ,08/25/2015,Y  
ALD046481032,AL,1,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,04/07/2016,N  
ALD041512187,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/07/2016,Y  
ALR000014191,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/08/2016,N  
ALD094476793,AL,1,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/19/2016,Y  
ALR000056549,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/29/2017,Y  
ALR000038323,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/12/2017,N  
AL1800013863,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/06/2016,N  
ALR000059980,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/11/2016,N  
ALR000048967,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/13/2016,U  
ALR000057356,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/27/2016,Y  
ALR000053470,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/27/2016,Y  
ALD983179466,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/19/2016,N  
ALR000006817,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/21/2016,Y  
ALR000057141,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/22/2016,N  
ALD983191537,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/30/2016,Y  
ALR000054486,AL,1,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,07/13/2016,N  
ALR000058933,AL,1,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,07/13/2016,N  
ALR000058081,AL,1,SNY,SIGNIFICANT NON-COMPLIER,S  ,06/03/2016,N  
ALD070513767,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,01/09/2018,N  
ALD983167925,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/02/2016,Y  
ALD052065117,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/04/2016,N  
ALR000050989,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,03/24/2016,Y  
ALR000058180,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,03/21/2016,Y  
ALR000057372,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,02/25/2016,Y  
ALR000047415,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/01/2016,N  
ALR000021618,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/19/2016,N  
ALD983168089,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/13/2016,N  
ALR000036822,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/02/2016,N  
ALR000060616,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/19/2016,Y  
ALR000060616,AL,1,SNY,SIGNIFICANT NON-COMPLIER,S  ,06/16/2016,N  
ALD094476793,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/08/2016,Y  
ALD094476793,AL,1,SNY,SIGNIFICANT NON-COMPLIER,S  ,06/16/2016,N  
ALR000038893,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/06/2016,Y  
ALR000056929,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/12/2016,N  
ALR000044792,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/29/2016,N  
ALD982125213,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/14/2016,Y  
ALR000050989,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/24/2016,Y  
ALR000055079,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/21/2016,Y  
ALD983177163,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/21/2016,Y  
ALD983168089,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/23/2016,Y  
ALD004001731,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/24/2016,Y  
ALR000059980,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/23/2016,Y  
ALR000038893,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/29/2016,N  
ALR000050989,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/02/2016,N  
ALR000009134,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/15/2016,N  
ALR000049833,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/05/2016,Y  
ALR000044792,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/29/2016,Y  
ALD981023773,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/17/2016,Y  
ALR000036822,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/19/2016,Y  
ALR000059980,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/14/2016,N  
ALD061149712,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/28/2016,Y  
ALR000047415,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/29/2016,Y  
ALD983195173,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/15/2016,Y  
ALD004017869,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/20/2016,Y  
ALD004017901,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/20/2016,Y  
ALD081391492,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/21/2016,Y  
ALR000024273,AL,1,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,04/29/2016,N  
ALD077911915,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/27/2016,Y  
ALD983166257,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/28/2016,Y  
ALD059903641,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/28/2016,Y  
ALR000058305,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/28/2016,Y  
ALD102066636,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/27/2016,N  
ALR000060558,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/27/2016,Y  
ALR000060566,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/27/2016,Y  
ALR000057331,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/12/2016,N  
ALD983179870,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/20/2016,N  
ALD983180597,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/01/2016,N  
ALD004011342,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/24/2016,N  
ALR000056929,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/17/2016,N  
ALR000059782,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/01/2016,Y  
ALR000043356,AL,2,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/10/2016,N  
ALD000629469,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/16/2016,Y  
ALR000047332,AL,1,SNY,SIGNIFICANT NON-COMPLIER,S  ,03/27/2017,N  
ALD982098311,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/07/2016,Y  
ALR000058180,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/15/2016,N  
ALR000057372,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/10/2016,N  
ALD983177163,AL,1,SNY,SIGNIFICANT NON-COMPLIER,S  ,08/17/2016,N  
ALD006320774,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/06/2016,N  
ALD983192246,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/07/2016,Y  
ALD982090789,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/18/2016,Y  
ALR000017798,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/17/2016,Y  
ALR000042390,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/18/2016,N  
ALR000060327,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/08/2016,Y  
ALR000010280,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/08/2016,N  
ALR000044628,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/09/2016,Y  
ALD050166750,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/09/2016,N  
ALR000049064,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/14/2016,Y  
ALR000045013,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/15/2016,Y  
ALD004023164,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/18/2016,Y  
ALD004023180,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/16/2016,Y  
ALD058221326,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/21/2016,N  
ALR000014183,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/28/2016,Y  
ALD983179748,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/27/2016,Y  
ALD034046730,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/02/2016,Y  
ALR000006700,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/03/2016,Y  
ALR000060079,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/22/2016,Y  
ALD070513767,AL,1,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,04/05/2016,N  
ALD003297116,AL,1,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,07/26/2010,N  
ALR000023143,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/01/2009,N  
ALR000032730,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,03/25/2009,N  
ALD983169228,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/07/2009,N  
ALR000042739,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/08/2009,Y  
ALD067105015,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/03/2009,Y  
ALD000615625,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/28/2009,Y  
ALR000009142,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/04/2009,Y  
ALD004017901,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/08/2010,N  
ALR000046847,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/13/2010,N  
ALR000046094,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/21/2010,Y  
AL1180000001,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/22/2010,Y  
ALR000038646,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/16/2010,N  
ALD980726558,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/29/2010,Y  
ALR000045708,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/31/2010,N  
ALR000009456,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/07/2010,N  
ALR000038349,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/08/2009,Y  
ALR000046235,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/09/2009,N  
ALD983180233,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/05/2009,N  
ALR000021782,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/04/2009,Y  
ALR000014522,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/06/2009,N  
ALR000041087,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/21/2009,Y  
ALR000043992,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/09/2009,Y  
ALR000039081,AL,1,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,07/22/2009,N  
ALD982163354,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/30/2009,Y  
ALR000007237,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/13/2009,N  
ALD004023180,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/23/2009,Y  
ALD072485576,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/02/2009,N  
ALD980555973,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/26/2010,Y  
ALD983179870,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/03/2008,N  
ALR000002204,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/09/2009,Y  
ALD983180118,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/12/2009,Y  
ALR000042911,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/05/2008,Y  
ALR000037705,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/26/2008,N  
ALR000001636,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/15/2009,Y  
ALR000031088,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/09/2009,N  
ALR000031070,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/09/2009,N  
ALD983184425,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/13/2009,N  
ALD004009403,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/29/2009,Y  
ALR000045294,AL,2,SNY,SIGNIFICANT NON-COMPLIER,S  ,02/16/2009,Y  
ALR000045294,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/19/2009,Y  
ALR000045294,AL,1,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,04/06/2009,N  
ALD981475304,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,04/02/2009,U  
ALR000001636,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/08/2009,Y  
ALD981015142,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/14/2009,N  
ALR000033977,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/15/2009,Y  
ALR000044826,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/15/2009,Y  
ALD128411535,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/28/2008,N  
ALD981932882,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/30/2008,N  
ALR000001552,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/28/2009,Y  
ALD981020894,AL,1,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,07/06/2009,N  
AL6210020776,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/29/2009,Y  
ALR000038893,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/13/2012,Y  
ALR000010389,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/11/2008,N  
ALR000045567,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/09/2009,Y  
ALD085765808,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/24/2009,Y  
ALD983184425,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/03/2009,N  
ALD981020761,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/30/2009,Y  
ALR000029678,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/16/2009,Y  
ALR000045146,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,04/17/2008,Y  
ALR000028381,AL,1,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,08/21/2008,N  
ALR000043679,AL,2,SNY,SIGNIFICANT NON-COMPLIER,S  ,01/08/2008,Y  
ALD063690705,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/24/2008,Y  
ALD981028368,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/18/2008,N  
ALD072103138,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/11/2008,Y  
ALD004014973,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/29/2008,N  
ALR000034538,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/11/2008,N  
ALD983166257,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/21/2008,Y  
ALR000037838,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/10/2008,N  
ALR000043067,AL,2,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/28/2008,Y  
ALD094476793,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/08/2009,N  
ALD041903139,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/15/2009,N  
ALD094476793,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/28/2008,N  
ALR000033811,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/16/2012,N  
ALR000037853,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/09/2008,Y  
ALD000622464,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/09/2008,Y  
ALD078977436,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/30/2008,Y  
ALD981020761,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/30/2008,Y  
ALD981860539,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/05/2008,N  
ALR000037853,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/07/2008,N  
ALR000031492,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/29/2008,N  
ALR000038869,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/14/2008,N  
ALD001247576,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/24/2008,N  
ALR000045138,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,04/17/2008,Y  
ALD983180373,AL,1,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,10/22/2008,Y  
AL3210020027,AL,2,SNY,SIGNIFICANT NON-COMPLIER,S  ,05/12/2008,N  
ALR000044966,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/02/2008,Y  
ALR000011361,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/18/2008,N  
ALR000014258,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/17/2008,Y  
ALD980555908,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/18/2008,N  
ALR000045146,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,10/16/2008,Y  
ALR000006817,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/29/2008,Y  
ALR000043539,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/06/2008,N  
ALR000022442,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/06/2008,N  
ALD004009320,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/22/2008,N  
AL0000099820,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/01/2008,N  
ALD003398575,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/21/2008,N  
ALD003398575,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/16/2008,N  
ALR000036814,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/10/2009,Y  
ALD001221902,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/19/2010,N  
ALR000052423,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/25/2012,N  
ALR000052431,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/25/2012,N  
ALR000052415,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/19/2012,Y  
ALD981028772,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/18/2008,N  
ALD050166750,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,07/28/2008,Y  
ALD004019642,AL,1,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,10/30/2008,N  
ALD053365169,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/24/2008,Y  
ALD983192881,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/23/2008,Y  
ALR000037697,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/28/2008,N  
ALD049984842,AL,1,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,04/25/2008,N  
ALR000025486,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/22/2008,N  
ALD063671093,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/10/2010,N  
ALD002982858,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/17/2008,Y  
ALR000042788,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,03/03/2009,Y  
ALD982085888,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/13/2008,N  
ALR000009571,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/02/2008,N  
ALD982115248,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/10/2008,N  
ALR000043067,AL,1,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,10/14/2008,Y  
ALD981023435,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/29/2009,N  
ALR000009654,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/18/2008,N  
ALD983192253,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/29/2008,Y  
ALR000044644,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/18/2008,Y  
ALD040653636,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/01/2008,Y  
ALR000046854,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/19/2009,N  
ALR000046847,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/07/2009,Y  
ALR000009571,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/08/2008,N  
ALD000622464,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/11/2008,N  
ALD000622464,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/29/2009,Y  
ALD072095169,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/30/2008,N  
AL1800013863,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/12/2009,N  
ALD004010468,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/17/2009,N  
ALR000045450,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/29/2008,Y  
ALR000021758,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/04/2009,Y  
ALD981751670,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/04/2009,Y  
ALR000038927,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/11/2009,Y  
ALR000015826,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/10/2009,Y  
AL3210020027,AL,1,FSD,Facility Self Disclosure,S  ,10/16/2008,N  
AL3210020027,AL,1,FSD,FACILITY SELF DISCLOSURE,S  ,10/16/2008,N  
AL3210020027,AL,1,FSD,FACILITY SELF DISCLOSURE,S  ,10/16/2008,N  
AL3210020027,AL,1,FSD,FACILITY SELF DISCLOSURE,S  ,10/16/2008,N  
ALD001221902,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/19/2009,Y  
ALR000025213,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,11/05/2008,N  
ALD000653303,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/15/2008,N  
ALD983171398,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/22/2009,N  
ALD004009403,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/25/2006,Y  
ALR000000240,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/03/2009,Y  
ALR000043992,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/04/2009,Y  
ALR000045120,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,04/17/2008,Y  
ALR000004283,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/08/2008,N  
ALD981020894,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/17/2008,Y  
ALD067123570,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/18/2008,Y  
ALR000045070,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/26/2008,Y  
