ID_NUMBER,ACTIVITY_LOCATION,VIOLATION_TYPE,VIOLATION_TYPE_DESC,VIOL_DETERMINED_BY_AGENCY,DATE_VIOLATION_DETERMINED,ACTUAL_RTC_DATE,SCHEDULED_COMPLIANCE_DATE
ALD983182031,AL,262.A,Standards Applicable to Generators of HW: General,S  ,11/19/1991,01/23/1992,
ALD983168097,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,05/15/2000,06/09/2000,06/15/2000
ALD983168329,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,09/08/1998,02/22/1999,
AL7210020742,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,09/28/1995,02/08/1996,
AL7210020742,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,09/01/1992,03/16/1993,11/13/1992
ALD983194432,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,06/04/1993,08/25/1993,07/26/1993
ALD008161176,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,05/16/1988,08/23/1988,
ALD008161176,AL,264.D,Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Pr,S  ,12/10/1991,03/19/1992,02/06/1992
ALR000006957,AL,268.A,Land Disposal Restrictions: General,S  ,12/16/1996,01/15/1997,01/16/1997
ALD983192402,AL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,01/07/1997,02/06/1997,02/07/1997
ALD983184250,AL,262.A,Standards Applicable to Generators of HW: General,S  ,05/19/1992,06/12/1992,
ALD983176520,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,08/05/1999,11/22/1999,10/09/1999
ALD982160863,AL,262.A,Standards Applicable to Generators of HW: General,S  ,10/03/1996,11/07/1996,11/02/1996
ALD983166257,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/20/1997,07/08/1997,07/16/1997
AL7210020742,AL,268.A,Land Disposal Restrictions: General,E  ,06/28/1988,05/16/1989,
AL4210020562,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,11/04/1997,12/09/1997,12/05/1997
AL1800013863,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,08/24/1994,10/24/1994,10/30/1994
AL2640090005,AL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,01/19/1994,07/06/1994,
ALR000005454,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,12/06/1996,12/06/1996,01/06/1997
ALD983178187,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,10/19/1994,01/19/1995,01/05/1995
AL0000359224,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,03/29/1996,05/10/1996,05/23/1996
AL7210020742,AL,265.P,Interim Status Standards for Owners and Operators of HW TSDs: Thermal Treatment,S  ,09/01/1992,03/13/1993,11/13/1992
AL7210020742,AL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,09/01/1992,03/16/1993,
ALD021257357,AL,262.A,Standards Applicable to Generators of HW: General,S  ,11/10/1997,01/09/1998,01/11/1998
ALD983191651,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,10/15/1998,10/15/1998,11/16/1998
ALD008163388,AL,264.C,Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,11/20/1991,02/14/1992,01/27/1992
ALD003326444,AL,264.D,Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Pr,S  ,09/28/1995,10/27/1995,11/12/1995
ALD983174483,AL,268.A,Land Disposal Restrictions: General,S  ,06/04/1992,03/09/1993,08/03/1992
ALR000011809,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/18/1999,12/02/1999,
ALD983191016,AL,262.A,Standards Applicable to Generators of HW: General,S  ,07/07/1992,04/13/1993,09/14/1992
ALD983187873,AL,262.A,Standards Applicable to Generators of HW: General,E  ,02/02/1999,03/04/1999,
ALR000011858,AL,262.A,Standards Applicable to Generators of HW: General,S  ,02/26/1999,02/27/1999,
ALR000011999,AL,262.A,Standards Applicable to Generators of HW: General,S  ,05/14/1999,06/01/1999,06/14/1999
ALD983190711,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,01/29/1996,04/06/1996,04/13/1996
ALR000010074,AL,262.A,Standards Applicable to Generators of HW: General,S  ,06/23/1998,06/29/1998,07/23/1998
ALD982095648,AL,262.A,Standards Applicable to Generators of HW: General,S  ,02/16/1994,07/26/1994,04/30/1994
ALD000622464,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,02/26/1996,05/02/1996,
ALD004028148,AL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,08/12/1993,10/27/1993,10/28/1993
ALD046481032,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,E  ,05/05/1985,06/28/1985,
ALD041906173,AL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,12/30/1991,05/27/1992,
ALD039570429,AL,262.A,Standards Applicable to Generators of HW: General,S  ,01/28/1998,03/20/1998,03/20/1998
ALR000008243,AL,262.B,Standards Applicable to Generators of HW: Manifest,S  ,08/02/1999,08/04/1999,
ALR000029389,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,03/12/2007,04/30/2007,
ALD980726558,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,04/23/1997,05/01/1997,05/22/1997
ALD031490501,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,S  ,12/04/1990,01/28/1991,02/03/1991
ALD070513767,AL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,04/16/1993,06/22/1993,06/25/1993
ALD093179315,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,08/12/1997,11/19/1997,10/31/1997
ALD128737350,AL,262.A,Standards Applicable to Generators of HW: General,S  ,10/24/1988,01/05/1989,01/15/1989
ALR000001024,AL,262.A,Standards Applicable to Generators of HW: General,S  ,04/03/1996,04/03/1996,
ALD983180175,AL,262.A,Standards Applicable to Generators of HW: General,S  ,02/03/1998,03/20/1998,
ALD983166935,AL,262.A,Standards Applicable to Generators of HW: General,S  ,07/17/1991,10/22/1991,11/03/1991
ALD983166935,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,07/17/1991,10/22/1991,11/03/1991
ALR000008631,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,10/08/1997,11/21/1997,11/08/1997
ALR000000257,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,10/21/1996,11/13/1996,11/21/1996
ALD049699366,AL,262.A,Standards Applicable to Generators of HW: General,S  ,09/05/1996,09/25/1996,10/05/1996
ALD041006297,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,03/06/1998,06/04/1998,06/02/1998
ALD041021965,AL,262.A,Standards Applicable to Generators of HW: General,S  ,05/10/1989,07/14/1989,07/18/1989
ALD983166653,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,01/06/1994,05/06/1994,05/16/1994
ALD983167933,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,11/18/1997,12/12/1997,12/18/1997
ALR000009191,AL,262.A,Standards Applicable to Generators of HW: General,S  ,01/30/1998,02/11/1998,02/27/1998
ALD084947415,AL,262.B,Standards Applicable to Generators of HW: Manifest,S  ,01/05/1994,03/29/1994,02/25/1994
ALD078977436,AL,262.A,Standards Applicable to Generators of HW: General,S  ,08/23/1996,10/07/1996,10/08/1996
ALD077654036,AL,268.A,Land Disposal Restrictions: General,S  ,01/29/1992,06/09/1992,06/04/1992
ALR000008193,AL,262.A,Standards Applicable to Generators of HW: General,S  ,07/02/1997,08/06/1997,
ALD983182080,AL,262.A,Standards Applicable to Generators of HW: General,S  ,10/15/1998,10/15/1998,11/15/1998
ALD980839112,AL,262.A,Standards Applicable to Generators of HW: General,S  ,11/09/1990,01/22/1991,01/06/1991
ALD093179315,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,05/02/1988,09/30/1988,06/02/1988
ALD982109860,AL,262.B,Standards Applicable to Generators of HW: Manifest,S  ,03/25/1997,07/31/1997,06/29/1997
ALD981865553,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,10/27/1994,02/16/1995,01/15/1995
ALD982098733,AL,262.A,Standards Applicable to Generators of HW: General,S  ,10/15/1992,01/04/1993,01/03/1993
ALD981751563,AL,262.B,Standards Applicable to Generators of HW: Manifest,S  ,05/27/1997,12/01/1997,
ALD981751563,AL,263.A,Standards Applicable to Transporters of HW: General,S  ,05/27/1997,12/01/1997,
ALD981478035,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,10/07/1993,11/26/1993,12/01/1993
ALD980559843,AL,262.A,Standards Applicable to Generators of HW: General,S  ,08/10/1989,11/03/1989,11/03/1989
ALD099843690,AL,262.A,Standards Applicable to Generators of HW: General,S  ,04/01/1992,07/09/1992,07/29/1992
ALD982082984,AL,262.A,Standards Applicable to Generators of HW: General,S  ,10/16/1997,11/07/1997,11/15/1997
ALD982092579,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,12/23/1992,03/10/1993,02/01/1993
ALD982097669,AL,262.B,Standards Applicable to Generators of HW: Manifest,S  ,02/24/1987,08/31/1987,09/10/1987
ALD077647691,AL,273.C,Standards for Universal Waste Management: Standards for Large Quantity Handlers ,S  ,02/26/2018,,
ALD981020894,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,07/10/1998,02/19/1999,08/26/1998
ALD112640446,AL,262.A,Standards Applicable to Generators of HW: General,S  ,11/17/1999,12/20/1999,12/20/1999
ALD114298573,AL,268.A,Land Disposal Restrictions: General,E  ,03/20/1987,10/18/1987,
ALD000826958,AL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,05/23/1989,07/12/1989,07/05/1989
ALD982092579,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,10/06/1998,10/26/1998,11/06/1998
ALD980708036,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,03/19/1998,04/07/1998,04/20/1998
ALD008150617,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,E  ,02/09/1993,04/22/1993,
ALD004017901,AL,262.A,Standards Applicable to Generators of HW: General,S  ,09/25/1997,10/17/1997,10/27/1997
ALD004014973,AL,262.A,Standards Applicable to Generators of HW: General,S  ,09/22/1999,02/07/2000,
ALD004015731,AL,262.A,Standards Applicable to Generators of HW: General,S  ,09/29/1989,12/18/1989,11/27/1989
ALD981475601,AL,262.A,Standards Applicable to Generators of HW: General,S  ,02/24/1993,10/17/1995,
ALD147862981,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,02/27/1997,03/24/1997,03/27/1997
ALD000608216,AL,262.A,Standards Applicable to Generators of HW: General,S  ,01/25/1991,03/05/1991,03/25/1991
ALD000608224,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,06/29/1998,09/21/1998,09/15/1998
ALD006901250,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/12/1999,04/09/1999,04/12/1999
ALD008149858,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,11/19/1991,01/24/1992,01/27/1992
ALD072099690,AL,265.B,Interim Status Standards for Owners and Operators of HW TSDs: General Fac Stds,S  ,02/17/2016,04/06/2016,04/11/2016
ALD980603641,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,08/09/1994,11/04/1994,10/11/1994
ALD004009825,AL,262.A,Standards Applicable to Generators of HW: General,S  ,07/21/1989,09/15/1989,10/25/1989
ALD002985554,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,03/12/1997,04/14/1997,04/14/1997
ALD003301884,AL,268.A,Land Disposal Restrictions: General,E  ,06/18/1987,07/15/1987,
ALD003301884,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,03/06/1990,06/05/1990,04/14/1990
ALD093179315,AL,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,06/03/1992,08/24/1992,
ALD093179315,AL,268.A,Land Disposal Restrictions: General,S  ,06/03/1992,08/24/1992,
ALD982108623,AL,262.A,Standards Applicable to Generators of HW: General,S  ,08/18/1989,01/22/1990,01/22/1990
ALD118036342,AL,262.A,Standards Applicable to Generators of HW: General,S  ,02/08/1989,05/06/1989,05/06/1989
ALD981020894,AL,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,03/25/1999,05/27/1999,05/24/1999
ALD981020894,AL,268.A,Land Disposal Restrictions: General,S  ,03/25/1999,05/27/1999,05/24/1999
ALD095704011,AL,268.A,Land Disposal Restrictions: General,S  ,05/06/1991,07/22/1991,07/10/1991
ALD047161310,AL,262.A,Standards Applicable to Generators of HW: General,S  ,08/25/1982,12/14/1982,12/02/1982
ALD061137055,AL,262.A,Standards Applicable to Generators of HW: General,S  ,12/05/1989,05/24/1991,
ALD981758188,AL,262.A,Standards Applicable to Generators of HW: General,S  ,07/15/1998,08/05/1999,10/27/1998
ALD046481032,AL,264.A,Standards for Owners and Operators of HW TSDs: General,E  ,12/11/1985,12/28/1985,
ALD063696926,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,03/19/1998,04/16/1998,
ALD047161310,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,E  ,01/24/1985,03/18/1985,
ALD041906173,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,S  ,04/08/1991,05/27/1992,06/15/1991
ALD041906173,AL,268.A,Land Disposal Restrictions: General,S  ,08/08/1991,05/27/1992,10/10/1991
ALD079121471,AL,264.E,"Standards for Owners and Operators of HW TSDs: Manifest System, Recordkeeping, a",S  ,03/01/1996,07/18/1996,04/26/1996
ALD078983301,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,06/26/1997,07/25/1997,07/26/1997
ALD063680367,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/10/1998,04/29/1998,06/02/1998
ALD063680391,AL,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,12/07/1988,07/26/1990,07/26/1990
ALD063680391,AL,268.A,Land Disposal Restrictions: General,S  ,12/07/1988,07/26/1990,07/26/1990
ALD063680391,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,12/07/1988,07/26/1990,07/26/1990
ALD058223371,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,10/15/1997,12/04/1997,12/12/1997
ALD001221902,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,06/07/1994,09/12/1994,08/31/1994
ALD001221902,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,06/09/1997,08/12/1997,
ALD021254503,AL,262.A,Standards Applicable to Generators of HW: General,S  ,09/14/1989,09/09/1991,09/09/1991
ALD063696926,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,03/23/1995,05/04/1995,
ALD053360897,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,06/11/1999,03/02/2000,06/11/1999
ALD053360897,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,E  ,10/19/1983,12/21/1984,
ALD053363776,AL,262.A,Standards Applicable to Generators of HW: General,E  ,04/01/1985,06/30/1985,
ALD050983394,AL,262.A,Standards Applicable to Generators of HW: General,S  ,07/18/1990,09/26/1990,09/30/1990
ALD034057596,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/09/1998,04/15/1998,05/13/1998
ALD031499833,AL,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,11/09/1994,05/04/1995,02/03/1995
ALD004025235,AL,262.A,Standards Applicable to Generators of HW: General,S  ,06/10/1987,09/19/1990,06/06/1987
ALD004000683,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,01/14/1999,02/10/1999,02/16/1999
ALD010394021,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,E  ,08/17/1984,11/19/1987,01/16/1985
ALD053363776,AL,262.A,Standards Applicable to Generators of HW: General,E  ,03/15/1984,06/23/1985,06/30/1986
ALD033354069,AL,268.A,Land Disposal Restrictions: General,S  ,10/11/1995,11/15/1995,11/22/1995
ALD058223371,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,05/27/1997,07/25/1997,07/29/1997
ALD001221902,AL,264.E,"Standards for Owners and Operators of HW TSDs: Manifest System, Recordkeeping, a",S  ,03/26/1992,05/29/1992,06/01/1992
ALD000827154,AL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,03/15/1989,08/22/1989,06/21/1989
ALD004018354,AL,268.A,Land Disposal Restrictions: General,S  ,10/22/1992,01/16/1993,12/08/1993
ALD004018354,AL,262.A,Standards Applicable to Generators of HW: General,S  ,07/17/2000,10/11/2000,08/17/2000
ALD004023180,AL,264.G,Standards for Owners and Operators of HW TSDs: Closure and Post-Closure,S  ,07/09/1990,08/19/1990,08/19/1990
ALD004023180,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,05/25/1999,06/15/1999,06/25/1999
ALD981756901,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,05/11/1999,10/20/1999,
ALD982082737,AL,264.E,"Standards for Owners and Operators of HW TSDs: Manifest System, Recordkeeping, a",S  ,11/02/1998,01/25/1999,
ALD982082737,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,11/02/1998,01/25/1999,01/17/1999
ALD980844831,AL,262.A,Standards Applicable to Generators of HW: General,S  ,05/30/1991,08/16/1991,08/16/1991
ALD980844831,AL,262.A,Standards Applicable to Generators of HW: General,S  ,05/02/1996,06/24/1996,06/30/1996
ALD981028848,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,09/18/1986,09/16/1987,
ALD982142960,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,09/09/1999,09/20/1999,10/09/1999
